,<= 0,Lo 30,Med 40,Hi 30,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,Dec-02,Dec-03,Dec-04,Dec-05,Dec-06,Dec-07,Dec-08,Dec-09,Hi 10
197906,-99.99,5.76,5.72,4.35,5.41,6.48,5.32,6.36,4.04,5.36,5.48,6.64,6.38,6.07,4.62,5.93,6.62,5.98,3.54
197907,-99.99,2.49,3.49,1.09,2.36,3.08,3.57,2.55,0.97,1.81,3.1,2.78,3.33,2.98,4.1,3.44,1.98,2.78,0.5
197908,-99.99,7.6,7.43,5.88,7.49,7.77,7.27,7.22,5.72,7.29,7.74,7.85,7.7,8.09,6.54,7.53,7.02,6.06,5.63
197909,-99.99,-0.65,-0.11,0.09,-0.47,-0.44,-0.46,-0.58,0.27,-0.62,-0.26,-1.03,0.05,0.44,-1.27,0.3,-1.13,0.12,0.31
197910,-99.99,-10.84,-9.21,-6.42,-10.59,-10.67,-9.18,-8.65,-6.12,-10.26,-11.02,-11.38,-10.08,-9.33,-9.04,-8.83,-8.54,-7.95,-5.63
197911,-99.99,7.87,8.26,5.68,7.5,8.34,8.4,7.64,5.45,7.07,8.06,8.65,8.08,9.28,7.6,8.14,7.32,6.77,5.11
197912,-99.99,7.25,4.79,1.82,7.62,6.44,4.45,3.68,1.63,8.46,6.51,6.45,6.44,5.21,3.75,4.49,3.17,3.85,1.05
198001,-99.99,9.33,6.54,5.94,10.21,7,6.74,6.22,5.9,11.58,8.35,7.47,6.62,6.95,6.54,6.24,6.2,6.12,5.84
198002,-99.99,-1.01,-2.6,0.17,-0.96,-1.87,-2.77,-2.33,0.53,-0.54,-1.54,-1.13,-2.48,-2.37,-3.14,-2.42,-2.27,-2.97,1.45
198003,-99.99,-18.4,-15.54,-9.99,-18.75,-17.2,-16.05,-13.47,-9.56,-19.13,-18.22,-17.63,-16.85,-17.41,-14.75,-14.19,-13.03,-10.14,-9.42
198004,-99.99,6.2,6.54,4.73,6.14,6.02,7.32,6.56,4.43,5.24,7.38,6.33,5.77,6.58,8,5.83,7.01,4.88,4.31
198005,-99.99,7.36,8.57,5.42,6.86,8.82,7.78,8.37,5.1,6.6,7.22,8.43,9.15,8.11,7.48,9.39,7.75,5.96,4.88
198006,-99.99,4.44,4.96,3.24,4.58,4.86,4.81,4.94,3,4.44,4.76,4.15,5.45,5.37,4.3,4.93,4.95,3.77,2.8
198007,-99.99,10.11,9.43,6.2,9.92,10.75,9.23,7.72,6.11,9.34,10.67,10.48,10.96,9.21,9.24,8.94,6.89,8.16,5.57
198008,-99.99,7.26,4.32,1.52,7.8,5.9,4.32,2.36,1.53,8.18,7.32,6.27,5.61,4,4.56,3.68,1.45,2.53,1.26
198009,-99.99,3.97,3.14,2.88,4.23,3.06,3.23,3.05,2.87,4.49,3.9,3.47,2.73,3.29,3.18,3.23,2.93,3.62,2.67
198010,-99.99,4.61,1.97,1.74,5.15,3.37,2.31,0.83,1.87,6.11,3.9,3.58,3.21,3.2,1.64,0.9,0.78,1.56,1.96
198011,-99.99,7.79,8.33,11.49,7.58,8.32,6.99,8.32,12.07,7.58,7.59,8.19,8.42,5.8,7.9,10.03,7.08,9.24,12.83
198012,-99.99,-4.2,-2.47,-3.14,-4.58,-2.75,-2.62,-2.18,-3.28,-4.42,-4.8,-3.47,-2.18,-2.18,-2.94,-2.42,-2,-2.07,-3.6
198101,-99.99,-0.64,-2.05,-4.91,-0.49,-1.25,-1.61,-2.86,-5.18,-0.03,-1.12,-0.91,-1.5,-1.03,-2.06,-2.87,-2.86,-3.87,-5.52
198102,-99.99,0.02,1.91,1.88,-0.39,1.68,2.02,2.29,1.76,-0.44,-0.33,0.79,2.36,1.78,2.2,1.54,2.83,1.28,1.89
198103,-99.99,7.64,8.1,3.42,7.54,7.79,7.86,8.19,2.84,7.17,8.04,7.83,7.76,7.07,8.45,8.57,7.91,7.36,1.61
198104,-99.99,3.39,1.84,-2.05,3.86,3.22,2.2,0,-2.29,3.57,4.25,2.52,3.75,2.37,2.07,0.43,-0.31,-0.65,-2.75
198105,-99.99,3.48,2.98,0.56,3.47,3.43,2.89,2.25,0.39,3.43,3.53,3.5,3.37,2.78,2.98,2.89,1.78,1.71,0.01
198106,-99.99,-1.75,-2.18,-0.4,-1.52,-2.58,-1.83,-1.49,-0.32,-1.57,-1.45,-2.19,-2.88,-1.12,-2.35,-2.27,-0.93,-2.04,0.18
198107,-99.99,-2.54,-1.81,0.38,-2.77,-2.13,-1.79,-1.04,0.52,-2.46,-3.19,-2.04,-2.19,-1.46,-2.06,-1.66,-0.58,-1.07,0.98
198108,-99.99,-8.13,-6.3,-5.33,-8.34,-7.35,-6.45,-5.29,-5.38,-8.44,-8.22,-7.67,-7.12,-5.98,-6.85,-5.71,-4.98,-5.88,-5.23
198109,-99.99,-9.1,-6.43,-5.5,-9.48,-7.35,-6.41,-6.75,-5.29,-10.16,-8.58,-8.31,-6.64,-7.37,-5.6,-6.35,-7.04,-5.7,-5.17
198110,-99.99,7.97,7.08,5.75,7.85,8.2,7.22,6.4,5.65,7.36,8.49,8.21,8.2,7.34,7.13,6.35,6.44,7.34,5.17
198111,-99.99,2.61,3.73,4.77,2.05,3.95,2.75,4.76,4.78,1.16,3.2,3.79,4.07,3.51,2.11,4.83,4.71,3.94,5.03
198112,-99.99,-1.72,-2.07,-3.04,-1.83,-1.78,-2.04,-2.52,-3.07,-2.12,-1.47,-1.49,-1.99,-1.63,-2.4,-2.13,-2.81,-2.49,-3.23
198201,-99.99,-2.18,-4.24,-2,-1.87,-3.6,-3.86,-3.91,-1.82,-1.24,-2.67,-2.82,-4.16,-4.52,-3.29,-4.75,-3.28,-2.98,-1.49
198202,-99.99,-4.52,-4.22,-5.22,-4.47,-4.34,-4.04,-3.86,-5.47,-4.36,-4.62,-4.62,-4.14,-4.82,-3.37,-4.48,-3.4,-4.51,-5.74
198203,-99.99,-1.02,-0.58,-0.88,-1.15,-0.87,-0.27,-1,-0.84,-1.18,-1.1,-0.75,-0.95,-0.21,-0.31,-0.8,-1.15,-1.11,-0.77
198204,-99.99,5.32,5.22,4.17,5.31,5.78,5.39,5,4.01,4.8,5.96,5.33,6.1,5.54,5.27,4.54,5.34,5.23,3.65
198205,-99.99,-2.09,-3.21,-2.79,-1.77,-3.27,-2.5,-4,-2.61,-1.86,-1.65,-2.73,-3.65,-2.4,-2.58,-3.93,-4.04,-4.39,-2.09
198206,-99.99,-2.86,-2.28,-1.96,-2.93,-2.19,-2.36,-2.11,-1.97,-2.73,-3.19,-2.71,-1.81,-2.82,-1.97,-2.4,-1.9,-2.72,-1.76
198207,-99.99,-1.89,-1.57,-2.27,-1.87,-0.91,-1.76,-2.88,-2.12,-1.71,-2.09,-1.92,-0.13,-1.46,-1.99,-2.08,-3.44,-3.62,-1.72
198208,-99.99,6.2,10.91,12.58,5.49,8.14,11.18,12.55,12.52,4.42,6.98,7.64,8.51,11.1,11.24,11.84,13.04,12.26,12.59
198209,-99.99,3.83,3.44,1.26,3.64,4.11,3.9,2.99,0.99,3.2,4.24,4.22,4.03,4.67,3.33,2.48,3.34,1.54,0.85
198210,-99.99,14.28,14.29,11.03,13.98,13.96,13.95,14.06,10.74,12.95,15.39,14.87,13.29,13.74,14.11,15.32,13.2,11.76,10.47
198211,-99.99,9.63,8.19,4.17,10.18,8.79,8.41,6.34,3.97,11.76,8.07,8.54,8.97,8.95,8,7.46,5.57,5.04,3.7
198212,-99.99,1.71,0.56,1.38,1.99,0.63,0.52,1.38,1.32,2.03,1.94,1.12,0.26,0.45,0.58,0.78,1.8,1.05,1.39
198301,-99.99,8.87,4.52,3.67,10.2,6.46,4.49,3.55,3.67,11.58,8.3,6.11,6.73,5.02,4.09,3.39,3.66,2.75,3.91
198302,-99.99,5.7,4.84,2.54,5.36,5.93,5.1,3.27,2.52,5.35,5.37,6.43,5.56,5.56,4.75,4.07,2.7,3,2.4
198303,-99.99,5.02,3.97,3.21,5.2,3.97,4.7,3.02,3.26,5.63,4.58,4.64,3.47,4.95,4.51,3.18,2.9,3.75,3.13
198304,-99.99,8,7.14,7.32,8.15,8.24,6.77,6.54,7.45,7.92,8.5,7.69,8.66,6.89,6.67,6.86,6.31,6.59,7.68
198305,-99.99,8.42,4.36,-0.54,9.56,5.48,4.14,3.8,-1.08,10.34,8.42,5.98,5.11,3.87,4.35,4.25,3.47,2.21,-1.93
198306,-99.99,4.2,4.32,3.61,4.07,4.63,4.08,3.31,3.77,4.6,3.29,4.48,4.74,4.76,3.57,4.43,2.49,3.54,3.83
198307,-99.99,-2.19,-3.36,-3.45,-2.23,-3.04,-2.96,-3.37,-3.49,-2.47,-1.91,-2.11,-3.84,-2.47,-3.35,-3.66,-3.15,-3.32,-3.54
198308,-99.99,-3.74,-2.1,1.47,-3.85,-3.11,-2.65,-0.13,1.6,-4.61,-2.82,-3.52,-2.75,-3.2,-2.21,-1.03,0.55,-0.29,2.13
198309,-99.99,0.71,3.18,1.42,-0.22,2.58,3.3,2.43,1.36,-0.8,0.54,2.59,2.58,2.5,3.95,3.31,1.77,2.21,1.14
198310,-99.99,-6.02,-4.94,-1.57,-6.05,-6.29,-4.89,-3.7,-1.32,-5.94,-6.2,-5.95,-6.59,-5.6,-4.32,-4.21,-3.33,-2.35,-1.04
198311,-99.99,3.43,4.9,2.16,3.13,5.1,4.83,4.73,1.77,2.57,3.87,4.03,6.04,4.41,5.16,4.44,4.94,2.42,1.59
198312,-99.99,-1.5,-1.76,-0.69,-1.82,-1.38,-1.72,-2.01,-0.47,-2.19,-1.35,-0.88,-1.8,-1.85,-1.61,-1.79,-2.17,-1.64,-0.16
198401,-99.99,-0.48,-3.16,-0.6,-0.03,-1.39,-3.56,-3.34,-0.22,0.71,-0.98,-1.35,-1.43,-2.54,-4.37,-3.47,-3.25,-1.23,0.05
198402,-99.99,-5.5,-5.53,-3.4,-5.66,-4.87,-5.76,-5.03,-3.24,-5.63,-5.71,-5.17,-4.62,-5.49,-5.97,-5.69,-4.54,-5.12,-2.74
198403,-99.99,0.79,1.48,1.16,0.66,0.81,1.32,1.84,1.09,0.37,1.03,1.07,0.6,1.62,1.08,2.12,1.64,2.46,0.74
198404,-99.99,-1.27,-0.29,0.81,-1.74,-0.12,-0.19,-1.61,1.25,-2.45,-0.82,-0.34,0.08,-0.02,-0.32,-0.62,-2.33,-0.86,1.8
198405,-99.99,-4.96,-5.4,-5.04,-5.13,-5.12,-5.56,-5.27,-5,-5.18,-5.08,-4.62,-5.54,-6.14,-5.11,-5.13,-5.37,-5.34,-4.91
198406,-99.99,2.05,3.5,2.85,1.81,3.18,3.4,3.42,2.79,0.87,3,2.51,3.76,3.55,3.28,3.5,3.36,3.21,2.68
198407,-99.99,-4.86,-3.55,-1.13,-4.89,-4.13,-3.2,-3.52,-0.84,-5.45,-4.19,-4.78,-3.62,-3.6,-2.87,-3.99,-3.18,-1.52,-0.65
198408,-99.99,10.12,12.11,11,9.02,11.92,12.79,12.27,10.75,7.76,10.61,12.6,11.41,13.04,12.58,11.56,12.79,11.07,10.67
198409,-99.99,-0.43,-0.03,0.17,-0.27,-0.65,0.23,0.49,0.07,-0.14,-0.43,-0.77,-0.55,0.53,-0.02,-0.11,0.92,0.61,-0.09
198410,-99.99,-1.78,-0.73,0.61,-2.09,-0.89,-0.55,0.19,0.56,-2.23,-1.92,-1.08,-0.73,0.15,-1.13,-0.98,1.01,1.06,0.41
198411,-99.99,-2.78,-0.84,-0.86,-2.85,-2.22,-0.28,-0.83,-0.89,-3.78,-1.7,-2.63,-1.9,-0.3,-0.26,-1.04,-0.69,-0.02,-1.14
198412,-99.99,1.37,2.43,2.64,0.9,2.06,2.78,2.72,2.58,0.11,1.86,2.36,1.82,2.93,2.65,2.25,3.05,3.31,2.37
198501,-99.99,12.82,10.88,7.51,12.71,12.29,10.49,9.81,7.3,12.91,12.48,13.05,11.69,10.61,10.39,10.99,9,6.92,7.41
198502,-99.99,3.17,1.39,1.74,3.55,2.53,1.07,1.62,1.71,4.31,2.66,2.35,2.68,1.63,0.6,1.14,1.94,2.08,1.6
198503,-99.99,-1.67,-0.92,0.2,-1.43,-1.82,-1.21,-0.21,0.26,-1.32,-1.55,-2.18,-1.53,-0.97,-1.41,-0.16,-0.25,1.13,0.01
198504,-99.99,-0.79,-0.41,-0.12,-0.53,-0.62,-0.16,-0.53,-0.11,-0.94,-0.02,-1.34,-0.04,0.2,-0.46,-0.97,-0.23,-0.24,-0.07
198505,-99.99,3.32,4.78,6.29,2.84,4.16,4.9,5.73,6.29,2.37,3.4,4.35,4.01,5.13,4.7,5.03,6.22,7.34,5.99
198506,-99.99,1.67,2.5,1.68,1.56,2.65,2.75,2.01,1.6,1.21,1.99,1.88,3.25,2.78,2.72,1.72,2.21,2.47,1.34
198507,-99.99,2.7,1.41,-0.81,2.59,2.84,1.69,-0.06,-0.87,2.41,2.8,2.94,2.78,1.66,1.72,0.4,-0.4,-1.68,-0.62
198508,-99.99,-0.55,-0.53,-0.43,-0.48,-0.43,-0.88,-0.4,-0.42,-0.45,-0.51,-0.7,-0.24,-1.01,-0.78,-0.22,-0.53,-0.48,-0.4
198509,-99.99,-5.69,-5.04,-3.39,-5.69,-5.65,-4.69,-5.09,-3.15,-6.07,-5.24,-5.67,-5.63,-5.15,-4.32,-5.19,-5.01,-4.49,-2.73
198510,-99.99,2.89,4.11,4.99,2.25,4.21,3.59,5.23,4.9,1.25,3.45,4.23,4.2,3.95,3.3,4.74,5.61,6.47,4.42
198511,-99.99,6.35,7.46,7.03,5.78,7.62,6.97,7.18,7.1,4.59,7.18,7.52,7.69,7.7,6.39,7.97,6.58,7.15,7.08
198512,-99.99,4.19,3.98,4.75,3.81,4.32,4.21,3.95,4.85,3.17,4.55,4.95,3.88,4.52,3.97,3.74,4.12,3.96,5.12
198601,-99.99,2.91,1.95,0.68,3.77,1.32,2.31,1.76,0.53,4.88,2.53,1.18,1.43,2.24,2.36,1.76,1.76,2.75,-0.16
198602,-99.99,7.07,7.33,7.83,6.42,7.68,7.37,7.74,7.8,5.91,7,8.43,7.14,8.05,6.82,7.38,8.02,8.65,7.53
198603,-99.99,4.71,5.93,5.44,4.85,4.62,5.67,5.34,5.61,4.13,5.66,4.43,4.76,4.48,6.63,6.82,4.23,4.51,5.97
198604,-99.99,1.43,0.35,-1.31,1.81,1.18,1.16,-0.99,-1.38,1.8,1.82,0.64,1.58,1.94,0.53,-1.26,-0.78,-2.54,-1.01
198605,-99.99,3.7,4.89,5.42,3.94,4.01,5.02,5.14,5.43,3.48,4.46,3.19,4.59,4.6,5.36,4.88,5.33,5.68,5.36
198606,-99.99,0.91,0.99,1.82,0.89,1.18,0.95,1.39,1.82,1.13,0.63,0.97,1.33,0.5,1.31,0.87,1.78,1.45,1.94
198607,-99.99,-8.76,-7.54,-5.22,-8.36,-8.83,-8.13,-6.6,-5,-8.13,-8.61,-9.59,-8.28,-9.29,-7.24,-6.34,-6.78,-5.36,-4.88
198608,-99.99,1.51,5.85,7.26,0.73,3.88,5.57,7.39,7.2,0.03,1.51,3.12,4.41,4.14,6.62,6.99,7.67,7.1,7.23
198609,-99.99,-6.49,-6.4,-8.74,-6.49,-6.62,-6.36,-7.01,-8.91,-6.19,-6.83,-6.48,-6.72,-6.43,-6.31,-6.3,-7.51,-8.25,-9.13
198610,-99.99,2.56,4.1,5.65,1.9,4.02,3.2,5.65,5.61,1.43,2.42,3.86,4.14,3.18,3.22,5.32,5.88,6.53,5.32
198611,-99.99,-0.75,0.22,2.13,-0.94,-0.44,0.02,0.82,2.33,-1.29,-0.56,-0.37,-0.49,0.25,-0.15,0.83,0.81,1.38,2.63
198612,-99.99,-3.37,-2.56,-2.75,-3.75,-2.71,-2.22,-3.35,-2.62,-4.19,-3.28,-2.64,-2.76,-2.05,-2.34,-2.92,-3.65,-3.7,-2.27
198701,-99.99,11.25,12.37,13.08,10.84,11.98,11.79,12.84,13.16,10.74,10.95,12.04,11.93,11.52,11.99,13.33,12.5,12.62,13.33
198702,-99.99,7.75,6.71,3.98,8.05,7.86,6.73,5.55,3.79,8.08,8.02,7.17,8.35,6.75,6.71,5.91,5.3,4.82,3.47
198703,-99.99,2.55,1.52,2.16,2.63,1.83,1.36,1.4,2.3,3.34,1.87,2.4,1.44,1.8,1.04,1.77,1.14,1.1,2.67
198704,-99.99,-2.1,-2.35,-1.47,-2.1,-3.03,-2.56,-2.64,-1.19,-1.97,-2.25,-2.08,-3.7,-3.18,-2.1,-1.42,-3.51,-2.29,-0.85
198705,-99.99,-0.25,0.27,0.73,-0.28,-0.74,0.5,0.53,0.77,-0.1,-0.49,-0.2,-1.13,0.77,0.31,0.63,0.46,0.09,0.98
198706,-99.99,1.78,3.17,5.08,1.43,2.68,3.22,3.85,5.18,1.72,1.09,2.42,2.87,2.79,3.52,3.26,4.29,5.18,5.19
198707,-99.99,2.49,4.28,4.54,2.33,3.14,4.4,4.89,4.46,2.07,2.65,2.84,3.37,4.03,4.71,4.52,5.16,4.94,4.32
198708,-99.99,2.32,3.57,4.2,1.64,3.66,3.19,3.55,4.34,1,2.4,3.85,3.52,4.28,2.26,4.13,3.13,3.33,4.65
198709,-99.99,-1.99,-1.84,-2.22,-1.83,-2.09,-2.32,-1.43,-2.29,-1.18,-2.58,-2.34,-1.89,-2.18,-2.45,-1.14,-1.64,-2.44,-2.24
198710,-99.99,-29.41,-27.14,-20.77,-29.63,-29.23,-27.06,-25.12,-20.31,-28.92,-30.48,-28.93,-29.45,-28.12,-26.15,-26.23,-24.32,-22.27,-19.72
198711,-99.99,-5.1,-4.38,-8.25,-5.35,-4.91,-3.99,-5.27,-8.55,-5.32,-5.4,-4.55,-5.18,-4.2,-3.82,-4.58,-5.75,-6.46,-9.16
198712,-99.99,4.63,8.82,6.98,3.65,8.08,8.3,8.58,6.85,1.64,6.09,6.77,9.11,8.37,8.24,9.42,7.98,7.83,6.56
198801,-99.99,5.85,3.8,4.68,6.37,4.1,4.33,3.7,4.75,7.4,5.17,4.76,3.6,3.54,4.96,3.16,4.09,5.95,4.39
198802,-99.99,6.66,7.98,4.39,6.44,8.42,7.75,7.6,4,6.11,6.85,7.1,9.44,7.9,7.63,7.69,7.53,4.89,3.73
198803,-99.99,4.23,1.66,-3.18,4.55,3.6,1.58,0.67,-3.66,4.3,4.84,3.56,3.64,2.27,1.03,0.92,0.49,-1.92,-4.2
198804,-99.99,1.79,0.91,0.94,1.69,2.51,0.71,0.52,0.98,1.13,2.35,2.02,2.87,0.88,0.57,0.32,0.67,0.6,1.09
198805,-99.99,-2.34,-0.83,0.78,-2.2,-2.55,-0.47,-0.09,0.85,-2.37,-1.99,-2.66,-2.46,-1.13,0.06,-0.6,0.27,-0.34,1.22
198806,-99.99,6.02,6.9,4.75,5.34,7.51,6.42,6.74,4.54,5.08,5.65,7.45,7.56,6.58,6.3,7.29,6.36,5.08,4.38
198807,-99.99,-0.19,-1.78,-0.53,-0.09,-0.69,-1.86,-1.76,-0.36,0.09,-0.33,-0.37,-0.97,-1.38,-2.29,-2.01,-1.6,-1.58,-0.01
198808,-99.99,-2.22,-2.3,-2.88,-2.42,-2.57,-2.48,-1.76,-3.04,-2.24,-2.66,-1.87,-3.18,-2.91,-2.1,-1.7,-1.79,-2.7,-3.14
198809,-99.99,2.16,3.02,4.28,1.62,2.73,2.61,3.21,4.5,1.1,2.33,3.16,2.35,2.91,2.34,3.82,2.8,5.09,4.33
198810,-99.99,-1.2,0.01,2.5,-1.61,-0.8,0.05,0.31,2.84,-1.7,-1.47,-0.46,-1.1,0.13,-0.01,0.39,0.25,1.65,3.18
198811,-99.99,-3.74,-2.19,-1.43,-4.02,-2.86,-2.4,-2.17,-1.29,-4.36,-3.54,-3.25,-2.52,-2.16,-2.62,-1.77,-2.43,-2.65,-0.9
198812,-99.99,3.21,3.02,1.85,2.38,3.99,3.64,2.16,1.8,2.12,2.73,4.69,3.38,3.76,3.53,2.06,2.22,1.92,1.76
198901,-99.99,4.96,5.35,7.04,4.95,4.6,5.32,5.94,7.19,4.93,4.97,4.97,4.27,4.43,6.1,5.82,6.03,7.2,7.19
198902,-99.99,0.71,0.32,-2.3,0.45,1.34,0.4,-0.07,-2.63,0.36,0.57,1.18,1.48,0.46,0.34,-0.22,0.03,-1.47,-2.96
198903,-99.99,2.26,1.7,2.35,2.22,2.13,2.11,1.47,2.43,1.87,2.69,2.35,1.93,3.78,0.68,1.09,1.73,2.47,2.42
198904,-99.99,3.38,5.32,5.15,2.8,4.57,5.18,5.27,5.17,2.86,2.72,4.38,4.73,5.38,5,5.74,4.96,4.86,5.26
198905,-99.99,3.26,4.34,4.16,3.07,3.72,4.7,3.99,4.19,2.92,3.28,3.58,3.84,4.73,4.68,4.07,3.93,4.85,4
198906,-99.99,-1.58,-1.03,-0.42,-1.35,-1.98,-1.02,-0.12,-0.51,-1.15,-1.62,-1.98,-1.98,-1.34,-0.73,-0.68,0.27,0.34,-0.76
198907,-99.99,3.54,5.39,8.8,2.81,4.39,4.77,7.51,8.91,2.63,3.04,4.76,4.09,4.89,4.68,6.76,8.02,8.01,9.18
198908,-99.99,2.47,3.53,1.88,1.86,3.34,3.26,3.41,1.72,1.97,1.72,3.49,3.23,3.03,3.44,4,3.02,3.45,1.22
198909,-99.99,0.19,-0.44,-0.02,0.19,0.58,-0.34,-1.49,0.22,-0.08,0.54,0.19,0.9,0.16,-0.72,-1.16,-1.7,-0.51,0.44
198910,-99.99,-5.64,-5.12,-2.29,-5.71,-6.02,-5.15,-4.63,-1.96,-5.69,-5.73,-5.52,-6.41,-5.48,-4.88,-4.52,-4.7,-4.61,-1.17
198911,-99.99,0.03,0.92,2.03,-0.57,0.57,1.48,1.51,2.02,-1.22,0.24,1.01,0.22,1.15,1.73,0.54,2.16,1.17,2.25
198912,-99.99,-0.63,0.75,2.24,-1.49,0.43,0.4,1.9,2.24,-2.15,-0.69,0.74,0.18,-0.35,1,1.43,2.22,1.74,2.38
199001,-99.99,-7.5,-7.98,-7.01,-6.67,-8.8,-8.3,-7.96,-6.81,-5.56,-8.01,-8.8,-8.79,-9.2,-7.6,-7.25,-8.44,-6.85,-6.8
199002,-99.99,2.76,2.27,1.45,1.89,3.11,2.87,1.93,1.35,1.22,2.72,4.16,2.25,2.99,2.78,1.54,2.19,1.95,1.18
199003,-99.99,3.33,3.14,2.25,2.34,3.92,2.73,2.59,2.3,2.02,2.74,4.86,3.15,3.84,1.9,3.64,1.89,1.19,2.61
199004,-99.99,-2.51,-4.24,-2.38,-2.76,-3.61,-3.62,-4.48,-2.13,-2.14,-3.51,-2.14,-4.85,-3.28,-3.88,-4.74,-4.31,-3.97,-1.62
199005,-99.99,6.16,8.11,9.44,4.95,7.35,7.79,9.27,9.45,4.03,6.08,8,6.78,6.78,8.56,9.07,9.41,9.3,9.49
199006,-99.99,0.15,-0.24,-0.61,0.63,-0.27,0.16,-0.84,-0.58,1.34,-0.21,-0.57,0,0.95,-0.45,-0.82,-0.86,-1.65,-0.3
199007,-99.99,-4.25,-3.09,-0.6,-4.31,-4.18,-3.73,-2.25,-0.34,-4,-4.65,-4.15,-4.19,-3.77,-3.71,-1.69,-2.59,-1.9,0.08
199008,-99.99,-13.19,-11.35,-8.86,-13.16,-12.84,-11.92,-10.09,-8.69,-12.47,-13.89,-13.24,-12.56,-12.47,-11.5,-10,-10.15,-9.4,-8.51
199009,-99.99,-8.93,-7.55,-4.89,-9.02,-9.06,-8.23,-7.19,-4.5,-8.58,-9.5,-8.79,-9.25,-9.47,-7.3,-5.84,-8.02,-6.29,-4.04
199010,-99.99,-6.33,-4.19,-0.36,-6.7,-5.72,-4.58,-2.93,-0.06,-6.99,-6.39,-5.79,-5.68,-5.78,-3.71,-3.01,-2.87,-2.36,0.52
199011,-99.99,4.42,8.47,6.77,2.79,7.41,9.08,8.94,6.44,1.62,4.04,6.77,7.88,9.26,8.95,7.99,9.53,9.73,5.64
199012,-99.99,1.35,4.76,2.84,0.1,4.4,4.78,4.04,2.73,-1.17,1.44,3.09,5.36,4.51,4.98,4.47,3.77,4.06,2.39
199101,-99.99,8.04,7.3,4.64,7.84,7.89,7.84,6.16,4.48,7.27,8.41,8.32,7.58,9.19,6.88,6.5,5.96,6.09,4.07
199102,-99.99,11.89,9.94,7.06,12.87,11.18,9.28,8.72,6.95,12.9,12.85,10.57,11.61,10.08,8.69,10.01,7.93,7.9,6.71
199103,-99.99,7.49,4.54,2.58,8.12,6.21,4.91,3.99,2.36,9.65,6.58,6.63,5.92,5.29,4.62,3.43,4.34,2.83,2.24
199104,-99.99,0.84,0.23,0.24,1.38,0.28,0.38,0.76,0.11,2.69,0,0.1,0.41,1.04,-0.11,-0.04,1.26,1.68,-0.3
199105,-99.99,3.82,4.32,4.07,3.21,4.27,4.28,4.99,3.91,2.62,3.84,4.67,3.99,4.34,4.24,4.52,5.29,4.91,3.65
199106,-99.99,-4.39,-4.09,-4.56,-4.54,-4.31,-4.07,-4.64,-4.5,-4.02,-5.09,-4.18,-4.4,-3.74,-4.32,-3.96,-5.06,-5.58,-4.2
199107,-99.99,3.45,4.99,4.76,3.25,3.98,5.28,4.65,4.79,2.18,4.11,3.72,4.2,4.92,5.57,4.95,4.48,4.72,4.81
199108,-99.99,3.19,3.55,2.62,3.09,3.65,4.35,2.46,2.63,1.87,4.06,3.31,3.94,4.98,3.87,2.32,2.54,2.66,2.62
199109,-99.99,1.31,-0.52,-1.4,1.28,0.5,-0.52,-0.61,-1.5,0.89,1.59,1.34,-0.2,-0.17,-0.79,-0.66,-0.58,-0.92,-1.65
199110,-99.99,3.33,1.97,1.52,3.94,2.34,2.53,1.83,1.43,2.32,5.19,2.55,2.17,2.71,2.38,1.14,2.23,2.39,1.18
199111,-99.99,-4.25,-4.24,-3.6,-3.24,-5.07,-4.61,-3.73,-3.57,-1.24,-4.73,-5.56,-4.65,-5.46,-3.93,-3.56,-3.83,-4.67,-3.29
199112,-99.99,5.91,10.42,11.63,4.91,8.37,11.05,10.91,11.66,2.8,6.55,7.22,9.36,10.67,11.34,10.05,11.41,11.74,11.64
199201,-99.99,11.26,3.69,-1.84,13.88,7.34,4.49,1.21,-2.24,16.68,11.78,7.88,6.88,5.27,3.88,1.2,1.22,-0.09,-2.78
199202,-99.99,3.5,2.44,0.98,4.35,2.4,2.73,2.01,0.85,5.12,3.75,2.34,2.45,2.39,3,2.04,1.99,2.15,0.51
199203,-99.99,-3.35,-2.69,-2.08,-3.04,-3.65,-2.38,-2.97,-1.94,-1.1,-4.58,-3.79,-3.53,-2.5,-2.29,-2.72,-3.12,-2.32,-1.84
199204,-99.99,-4.83,-1.44,2.62,-5.04,-3.85,-1.68,0.9,2.77,-5.21,-4.91,-4.54,-3.27,-1.07,-2.14,-0.26,1.57,2.04,2.95
199205,-99.99,0.13,0.88,0.63,0.05,0.74,0.92,0.56,0.65,0.24,-0.1,0.23,1.17,0.79,1.02,0.7,0.48,0.58,0.67
199206,-99.99,-4.63,-3.03,-1.62,-5.09,-3.73,-2.94,-2.02,-1.63,-4.71,-5.4,-4,-3.5,-3.23,-2.71,-2.94,-1.51,-1.7,-1.61
199207,-99.99,3.35,4.11,4.15,2.83,3.66,4.65,4.27,4.1,2.44,3.14,4.11,3.3,4.09,5.06,3.76,4.58,4.1,4.1
199208,-99.99,-2.98,-2.59,-1.98,-3.21,-2.61,-2.71,-2.16,-1.97,-3.29,-3.14,-2.66,-2.57,-3.34,-2.25,-2.43,-2,-2.52,-1.83
199209,-99.99,2,1.98,1.29,1,2.63,2.63,1.5,1.23,0.76,1.19,3.44,1.96,2,3.08,1.1,1.74,2.62,0.88
